,Time,Time (s),Head Temp [°F],RPM [rpm],GPS_Speed [mph],Prop Slip [% Slip]
10058,,201160,364991,7081527,46018,56530
10059,,201180,365199,7191209,45857,57333
10060,,201200,365407,7300892,45695,58137
10061,,201220,365485,7469740,45586,59149
10062,,201240,365539,7649030,45487,60199
10063,,201260,365603,7789816,45387,61029
10064,,201280,365687,7859094,45288,61455
10065,,201300,365770,7928373,45189,61880
10066,,201320,365627,7920473,45168,61860
10067,,201340,365443,7898954,45162,61761
10068,,201360,365295,7878626,45156,61668
10069,,201380,365211,7860511,45150,61585
10070,,201400,365128,7842395,45144,61501
10071,,201420,365112,7898424,45137,61776
10072,,201440,365109,7967539,45131,62113
10073,,201460,365108,8027084,45125,62402
10074,,201480,365111,8068860,45119,62601
10075,,201500,365115,8110635,45112,62800
10076,,201520,364834,8140513,45048,62989
10077,,201540,364504,8168290,44974,63176
10078,,201560,364282,8200236,44899,63380
10079,,201580,364263,8239926,44824,63616
10080,,201600,364245,8279616,44750,63852
10081,,201620,364539,8230275,44623,63737
10082,,201640,364888,8165224,44486,63561
10083,,201660,365179,8094792,44349,63356
10084,,201680,365363,8014370,44212,63101
10085,,201700,365546,7933948,44076,62845
10086,,201720,365724,7995003,43992,63193
10087,,201740,365900,8081025,43917,63647
10088,,201760,366047,8141435,43843,63984
10089,,201780,366137,8154280,43768,64102
10090,,201800,366228,8167126,43694,64220
10091,,201820,365959,8133590,43640,64115
10092,,201840,365628,8091870,43590,63971
10093,,201860,365341,8062791,43541,63883
10094,,201880,365136,8057192,43491,63900
10095,,201900,364931,8051592,43441,63916
10096,,201920,365209,8054625,43402,63962
10097,,201940,365573,8059182,43365,64013
10098,,201960,365734,8085987,43328,64161
10099,,201980,365520,8154113,43290,64489
10100,,202000,365306,8222239,43253,64817
10101,,202020,365157,8256815,43195,65012
10102,,202040,365019,8285471,43132,65183
10103,,202060,364985,8303886,43070,65311
10104,,202080,365144,8303281,43008,65358
10105,,202100,365303,8302678,42946,65406
10106,,202120,365416,8337257,42926,65564
10107,,202140,365521,8378045,42914,65742
10108,,202160,365564,8413414,42901,65897
10109,,202180,365493,8438721,42889,66008
10110,,202200,365423,8464027,42876,66120
10111,,202220,365313,8403431,42853,65891
10112,,202240,365197,8327674,42829,65601
10113,,202260,365101,8251630,42804,65305
10114,,202280,365045,8175050,42779,64998
10115,,202300,364988,8098470,42754,64691
10116,,202320,365158,8031503,42713,64429
10117,,202340,365367,7966232,42670,64174
10118,,202360,365556,7914218,42626,63978
10119,,202380,365707,7886825,42583,63889
10120,,202400,365857,7859432,42539,63801
10121,,202420,365603,7835025,42496,63725
10122,,202440,365277,7811146,42452,63651
10123,,202460,365061,7784422,42409,63564
10124,,202480,365049,7752418,42365,63451
10125,,202500,365038,7720414,42322,63337
10126,,202520,364970,7708521,42263,63333
10127,,202540,364892,7700177,42200,63347
10128,,202560,364888,7707837,42138,63436
10129,,202580,365021,7745221,42076,63666
10130,,202600,365154,7782605,42014,63895
10131,,202620,365172,7823956,41931,64155
10132,,202640,365170,7866006,41844,64421
10133,,202660,365115,7914012,41757,64710
10134,,202680,364965,7973080,41670,65043
10135,,202700,364814,8032148,41583,65375
10136,,202720,364738,8052534,41517,65518
10137,,202740,364674,8066093,41455,65628
10138,,202760,364555,8066241,41393,65680
10139,,202780,364334,8041483,41331,65626
10140,,202800,364113,8016725,41268,65572
10141,,202820,363968,7992387,41164,65554
10142,,202840,363836,7968123,41052,65543
10143,,202860,363805,7951583,40940,65566
10144,,202880,363959,7949387,40828,65650
10145,,202900,364113,7947191,40717,65735
10146,,202920,364772,7987131,40647,65962
10147,,202940,365520,8034506,40585,66215
10148,,202960,366146,8104515,40523,66555
10149,,202980,366546,8216558,40461,67056
10150,,203000,366946,8328600,40398,67557
10151,,203020,366605,8340600,40410,67597
10152,,203040,366133,8334945,40435,67555
10153,,203060,365694,8324161,40460,67492
10154,,203080,365314,8303850,40485,67393
10155,,203100,364934,8283538,40510,67293
10156,,203120,364635,8243769,40545,67105
10157,,203140,364350,8200565,40582,66902
10158,,203160,363804,8158131,40620,66699
10159,,203180,362771,8117124,40657,66500
10160,,203200,361738,8076117,40694,66300
10161,,203220,361604,8105755,40784,66348
10162,,203240,361629,8147860,40884,66441
10163,,203260,361914,8185489,40983,66514
10164,,203280,362681,8214803,41083,66553
10165,,203300,363447,8244117,41182,66591
10166,,203320,363626,8308148,41165,66859
10167,,203340,363702,8378305,41128,67166
10168,,203360,363838,8427212,41091,67390
10169,,203380,364089,8436653,41053,67456
10170,,203400,364339,8446096,41016,67522
10171,,203420,364464,8392218,40979,67340
10172,,203440,364566,8327166,40942,67116
10173,,203460,364658,8279618,40904,66959
10174,,203480,364728,8264577,40867,66929
10175,,203500,364799,8249535,40830,66899
10176,,203520,365032,8298374,40792,67121
10177,,203540,365295,8358484,40755,67388
10178,,203560,365443,8397153,40718,67570
10179,,203580,365381,8396000,40681,67595
10180,,203600,365319,8394848,40643,67620
10181,,203620,365493,8338914,40690,67362
10182,,203640,365710,8273314,40753,67053
10183,,203660,365935,8216859,40815,66779
10184,,203680,366176,8177389,40877,66567
10185,,203700,366417,8137918,40939,66355
10186,,203720,366500,8161908,40991,66411
10187,,203740,366555,8197097,41040,66515
10188,,203760,366603,8236780,41090,66636
10189,,203780,366637,8284814,41140,66788
10190,,203800,366671,8332849,41189,66941
10191,,203820,366601,8340240,41186,66973
10192,,203840,366511,8340460,41174,66984
10193,,203860,366319,8336702,41161,66979
10194,,203880,365937,8325559,41149,66944
10195,,203900,365555,8314415,41137,66910
10196,,203920,365210,8304063,41124,66879
10197,,203940,364873,8293853,41112,66848
10198,,203960,364741,8293729,41099,66858
10199,,203980,364990,8312339,41087,66942
10200,,204000,365239,8330949,41075,67026
10201,,204020,365447,8363697,41052,67172
10202,,204040,365647,8398940,41027,67330
10203,,204060,365779,8466942,41002,67607
10204,,204080,365786,8595783,40977,68106
10205,,204100,365793,8724624,40952,68605
10206,,204120,365788,8705081,40952,68536
10207,,204140,365781,8659353,40956,68367
10208,,204160,365745,8595121,40960,68125
10209,,204180,365656,8496528,40964,67748
10210,,204200,365567,8397936,40968,67372
10211,,204220,365600,8355290,40973,67203
10212,,204240,365656,8322517,40977,67070
10213,,204260,365738,8297392,40981,66968
10214,,204280,365869,8286467,40985,66921
10215,,204300,366001,8275543,40989,66874
10216,,204320,365973,8249221,40993,66764
10217,,204340,365916,8220181,40997,66644
10218,,204360,365936,8184012,41002,66492
10219,,204380,366096,8134606,41006,66285
10220,,204400,366256,8085200,41010,66077
10221,,204420,366663,8060337,41063,65928
10222,,204440,367113,8039806,41125,65789
10223,,204460,367478,8025404,41188,65676
10224,,204480,367685,8022385,41250,65611
10225,,204500,367892,8019366,41312,65547
10226,,204520,367923,8016439,41353,65500
10227,,204540,367923,8013530,41390,65456
10228,,204560,367855,8010698,41427,65413
10229,,204580,367661,8008008,41465,65370
10230,,204600,367467,8005317,41502,65327
10231,,204620,367213,8020406,41518,65379
10232,,204640,366949,8038631,41531,65447
10233,,204660,366730,8056588,41543,65514
10234,,204680,366599,8074045,41555,65578
10235,,204700,366467,8091501,41568,65642
10236,,204720,366928,8132756,41580,65805
10237,,204740,367494,8178210,41593,65985
10238,,204760,367957,8233559,41605,66203
10239,,204780,368230,8307283,41618,66491
10240,,204800,368503,8381009,41630,66779
10241,,204820,369095,8327348,41695,66508
10242,,204840,369743,8251207,41770,66139
10243,,204860,370121,8254688,41844,66090
10244,,204880,369999,8406036,41919,66633
10245,,204900,369877,8557384,41994,67177
10246,,204920,369225,8633606,42068,67410
10247,,204940,368481,8696572,42143,67589
10248,,204960,367938,8734944,42217,67676
10249,,204980,367768,8727644,42292,67592
10250,,205000,367599,8720342,42366,67507
10251,,205020,367668,8683038,42399,67342
10252,,205040,367780,8640438,42424,67162
10253,,205060,368035,8601894,42448,66996
10254,,205080,368556,8570877,42473,66857
10255,,205100,369077,8539860,42498,66717
10256,,205120,369040,8494566,42523,66519
10257,,205140,368903,8446752,42548,66310
10258,,205160,368690,8406104,42573,66128
10259,,205180,368333,8378767,42597,65998
10260,,205200,367977,8351428,42622,65867
10261,,205220,368009,8333516,42658,65765
10262,,205240,368111,8317266,42695,65668
10263,,205260,368186,8300806,42732,65570
10264,,205280,368214,8283952,42770,65470
10265,,205300,368243,8267100,42807,65370
10266,,205320,368299,8259952,42855,65301
10267,,205340,368360,8254518,42904,65238
10268,,205360,368480,8252888,42954,65191
10269,,205380,368711,8258321,43004,65173
10270,,205400,368942,8263756,43054,65156
10271,,205420,369120,8310859,43103,65312
10272,,205440,369289,8365316,43153,65498
10273,,205460,369431,8400733,43203,65605
10274,,205480,369520,8400788,43252,65566
10275,,205500,369610,8400843,43302,65527
10276,,205520,369486,8388766,43394,65403
10277,,205540,369325,8374547,43494,65265
10278,,205560,369165,8382079,43593,65217
10279,,205580,369006,8430003,43692,65335
10280,,205600,368847,8477928,43792,65454
10281,,205620,368823,8480917,43859,65413
10282,,205640,368823,8475976,43922,65343
10283,,205660,368788,8454762,43984,65206
10284,,205680,368687,8403324,44046,64942
10285,,205700,368586,8351887,44108,64679
10286,,205720,368546,8329752,44181,64527
10287,,205740,368518,8312789,44255,64394
10288,,205760,368531,8310621,44330,64325
10289,,205780,368620,8335928,44404,64374
10290,,205800,368710,8361235,44479,64422
10291,,205820,368586,8408286,44511,64594
10292,,205840,368425,8459175,44536,64787
10293,,205860,368229,8499668,44561,64937
10294,,205880,367969,8520858,44586,65004
10295,,205900,367710,8542048,44611,65072
10296,,205920,367561,8573177,44646,65171
10297,,205940,367431,8606060,44683,65275
10298,,205960,367439,8623476,44721,65316
10299,,205980,367703,8612167,44758,65242
10300,,206000,367966,8600858,44795,65167
10301,,206020,367865,8565612,44843,64985
10302,,206040,367699,8526142,44893,64784
10303,,206060,367568,8491456,44943,64602
10304,,206080,367504,8465655,44992,64455
10305,,206100,367439,8439854,45042,64307
10306,,206120,367511,8434725,45071,64263
10307,,206140,367608,8433242,45095,64237
10308,,206160,367731,8435064,45120,64225
10309,,206180,367904,8443024,45145,64239
10310,,206200,368077,8450984,45170,64253
10311,,206220,368314,8445366,45205,64201
10312,,206240,368562,8437352,45243,64138
10313,,206260,368737,8432161,45280,64086
10314,,206280,368777,8432216,45317,64057
10315,,206300,368817,8432271,45355,64027
10316,,206320,368909,8459762,45381,64123
10317,,206340,369010,8492096,45406,64240
10318,,206360,369121,8517704,45431,64328
10319,,206380,369251,8530825,45456,64363
10320,,206400,369380,8543945,45481,64399
10321,,206420,369648,8549973,45537,64380
10322,,206440,369939,8554748,45599,64351
10323,,206460,370128,8554567,45661,64302
10324,,206480,370124,8545180,45724,64214
10325,,206500,370121,8535793,45786,64126
10326,,206520,369728,8535132,45837,64083
10327,,206540,369267,8536010,45887,64047
10328,,206560,368902,8532450,45937,63993
10329,,206580,368715,8520647,45986,63904
10330,,206600,368528,8508845,46036,63815
10331,,206620,368276,8474505,46065,63645
10332,,206640,368012,8436188,46090,63460
10333,,206660,367793,8409897,46114,63327
10334,,206680,367657,8405945,46139,63290
10335,,206700,367520,8401992,46164,63253
10336,,206720,367310,8429210,46210,63335
10337,,206740,367087,8461928,46260,63437
10338,,206760,366858,8517337,46310,63634
10339,,206780,366620,8614887,46359,64003
10340,,206800,366383,8712437,46409,64373
10341,,206820,366605,8571967,46459,63727
10342,,206840,366909,8389493,46508,62903
10343,,206860,367277,8252882,46558,62269
10344,,206880,367767,8201444,46608,61990
10345,,206900,368256,8150007,46658,61712
10346,,206920,368668,8132119,46739,61561
10347,,206940,369067,8120152,46826,61433
10348,,206960,369346,8169783,46913,61586
10349,,206980,369404,8333813,47000,62261
10350,,207000,369462,8497841,47087,62937
10351,,207020,369103,8591737,47142,63299
10352,,207040,368672,8673258,47192,63607
10353,,207060,368311,8731011,47242,63813
10354,,207080,368085,8744625,47291,63831
10355,,207100,367857,8758239,47341,63849
10356,,207120,368028,8759115,47380,63823
10357,,207140,368270,8757742,47417,63789
10358,,207160,368711,8752066,47455,63737
10359,,207180,369525,8738397,47492,63651
10360,,207200,370339,8724729,47529,63566
10361,,207220,370156,8602478,47545,63021
10362,,207240,369797,8461066,47558,62396
10363,,207260,369481,8393588,47570,62094
10364,,207280,369242,8463415,47583,62395
10365,,207300,369003,8533243,47595,62696
10366,,207320,368780,8589585,47660,62889
10367,,207340,368560,8643548,47735,63063
10368,,207360,368194,8671131,47810,63124
10369,,207380,367555,8649722,47884,62975
10370,,207400,366916,8628312,47959,62826
10371,,207420,366927,8617961,48012,62740
10372,,207440,367051,8609563,48062,62665
10373,,207460,367193,8551938,48112,62365
10374,,207480,367367,8402896,48161,61648
10375,,207500,367541,8253854,48211,60931
10376,,207520,367580,7899641,48240,59012
10377,,207540,367594,7509221,48264,56881
10378,,207560,367707,7332764,48289,55929
10379,,207580,368006,7553665,48314,57167
10380,,207600,368305,7774565,48339,58404
10381,,207620,368422,8059253,48353,59801
10382,,207640,368506,8355196,48366,61225
10383,,207660,368590,8559453,48378,62199
10384,,207680,368671,8593434,48391,62338
10385,,207700,368752,8627414,48403,62478
10386,,207720,369127,8617673,48458,62393
10387,,207740,369554,8600216,48520,62268
10388,,207760,369929,8587197,48582,62163
10389,,207780,370208,8582421,48644,62093
10390,,207800,370487,8577646,48706,62024
10391,,207820,370472,8592840,48758,62051
10392,,207840,370405,8611560,48807,62095
10393,,207860,370207,8632893,48857,62150
10394,,207880,369767,8659078,48907,62226
10395,,207900,369327,8685264,48957,62301
10396,,207920,369080,8396671,49017,60859
10397,,207940,368868,8052528,49079,59150
10398,,207960,368669,7899081,49141,58375
10399,,207980,368499,8099780,49203,59336
10400,,208000,368328,8300479,49265,60297
10401,,208020,368307,8487600,49285,61139
10402,,208040,368311,8672324,49298,61961
10403,,208060,368318,8772471,49310,62405
10404,,208080,368327,8715544,49323,62149
10405,,208100,368337,8658617,49335,61893
10406,,208120,368229,8626047,49400,61698
10407,,208140,368101,8597775,49475,61514
10408,,208160,368004,8473802,49549,60851
10409,,208180,367967,8172094,49624,59299
10410,,208200,367929,7870387,49699,57747
10411,,208220,367923,7992738,49720,58362
10412,,208240,367923,8189924,49733,59359
10413,,208260,367997,8373257,49745,60257
10414,,208280,368206,8530863,49758,60971
10415,,208300,368415,8688470,49770,61685
10416,,208320,368575,8672448,49814,61583
10417,,208340,368725,8625786,49864,61337
10418,,208360,368897,8620280,49914,61273
10419,,208380,369106,8691206,49963,61549
10420,,208400,369315,8762132,50013,61825
10421,,208420,369342,8786396,50031,61917
10422,,208440,369336,8802425,50043,61977
10423,,208460,369201,8791671,50056,61920
10424,,208480,368827,8731176,50068,61645
10425,,208500,368453,8670681,50081,61370
10426,,208520,368236,8621897,50146,61100
10427,,208540,368047,8575181,50220,60830
10428,,208560,367960,8547332,50295,60646
10429,,208580,368065,8554523,50370,60621
10430,,208600,368169,8561715,50444,60595
10431,,208620,368293,8557895,50476,60553
10432,,208640,368420,8552131,50501,60507
10433,,208660,368480,8523617,50526,60353
10434,,208680,368414,8452856,50551,59999
10435,,208700,368348,8382096,50576,59645
10436,,208720,368140,8310448,50622,59256
10437,,208740,367907,8238645,50672,58861
10438,,208760,367881,8181155,50721,58535
10439,,208780,368237,8150249,50771,58337
10440,,208800,368593,8119342,50821,58138
10441,,208820,368670,8109807,50818,58092
10442,,208840,368697,8104042,50805,58072
10443,,208860,368653,8095339,50793,58037
10444,,208880,368479,8081176,50780,57974
10445,,208900,368305,8067013,50768,57911
10446,,208920,368533,8073847,50777,57939
10447,,208940,368832,8084387,50789,57984
10448,,208960,369019,8133739,50801,58222
10449,,208980,368999,8255168,50814,58819
10450,,209000,368979,8376598,50826,59416
10451,,209020,368848,8503813,50833,60008
10452,,209040,368698,8632051,50840,60600
10453,,209060,368490,8725356,50846,61026
10454,,209080,368176,8753793,50852,61148
10455,,209100,367862,8782229,50858,61269
10456,,209120,367667,8761438,50865,61172
10457,,209140,367493,8731958,50871,61036
10458,,209160,367447,8711087,50877,60939
10459,,209180,367641,8706201,50883,60912
10460,,209200,367835,8701314,50889,60885
10461,,209220,368006,8694143,50880,60861
10462,,209240,368171,8686566,50867,60836
10463,,209260,368384,8676167,50855,60799
10464,,209280,368683,8660521,50842,60737
10465,,209300,368981,8644876,50830,60676
10466,,209320,368920,8663434,50870,60729
10467,,209340,368795,8688027,50920,60802
10468,,209360,368690,8708950,50970,60858
10469,,209380,368621,8723059,51020,60883
10470,,209400,368551,8737167,51069,60908
10471,,209420,368637,8716605,51130,60769
10472,,209440,368750,8689927,51192,60601
10473,,209460,368787,8664957,51254,60440
10474,,209480,368682,8643163,51316,60292
